animal_id,herd,parity,calving_date,milk_305_kg,fat_pct,protein_pct,scc
A00413,H1,5,2025-09-20,9258.743815553911,4.244772814102609,3.278798490443219,139693.71813502922
A00093,H1,3,2022-01-31,9431.899681020057,4.126572177514972,3.3271761589230904,376941.0802005297
A00618,H1,1,2025-07-06,7453.1794248322085,4.262731983057812,3.5602598297409935,134682.98613568305
A00598,H2,1,2024-09-12,9374.10744330408,3.576318245261043,3.365798823044028,118376.73644072626
A00700,H1,3,2022-07-16,9954.412657822853,4.201870465328429,3.266305283242314,220742.8766400939
A00776,H1,1,2025-06-23,7632.228085002709,3.630461908267812,3.189857780673854,259868.78213145855
A00556,H2,5,2022-06-29,8472.851956600685,3.7180817264095096,3.430496408554829,207162.71686795863
A00251,H1,5,2025-08-07,8980.970014349057,3.910624197817805,3.281783204521668,78257.32621247941
A00740,H1,4,2023-07-28,11777.62287691043,4.319211152820417,3.0964161968994124,126242.57785585395
A00346,H2,3,2025-03-05,10563.66452809132,3.6177290405640976,3.1322536407877966,41357.83469742904
A00015,H1,4,2024-04-09,9321.240033417002,3.6307848054581027,3.2330327402345396,52247.824796130735
A00220,H1,3,2023-01-03,8723.216912835476,4.309228382080328,3.772912090463273,74269.1247421083
A00190,H2,2,2022-07-20,10593.206471777867,3.5532857303929406,3.2058499877304203,239137.29420404817
A00479,H1,1,2024-03-01,7636.085043412935,3.7904565640063335,3.202050251798388,172420.6667649866
A00123,H1,3,2024-03-20,10807.705530092167,3.8888573319171162,3.3133161535118565,154861.0870721412
A00589,H3,5,2024-01-05,8429.635021175349,4.323292077232648,3.5332038824455436,189074.89863466276
A00035,H1,1,2023-05-27,9049.796398798206,3.5718971320041453,3.4644057315559955,175613.3720950289
A00324,H1,5,2025-02-20,9862.861269769715,3.57239232889638,3.1651255346590093,175715.395775048
A00675,H2,4,2024-12-02,9014.150504560064,3.7370056554482787,3.2774612521784445,362683.4727190778
A00667,H1,3,2024-07-28,9875.213252016698,3.757021354669677,2.933790079153855,182624.58256608772
A00512,H1,2,2023-05-19,10413.599894223773,3.7678686942192763,3.2389616177508076,79749.95581922457
A00189,H3,2,2024-07-07,10236.748643444611,4.094352972244423,3.3290356022073238,427090.53213057824
A00734,H2,2,2025-01-06,8853.70648130825,3.8166364539648012,3.12446371180595,271615.0088048822
A00029,H2,2,2023-11-21,9036.271308928961,4.092811773366829,3.385156417971627,447207.6323575197
A00689,H1,3,2025-07-05,9627.69948891846,3.556998201851296,3.1567096283740708,371434.43228636443
A00357,H2,4,2025-06-29,9238.108330189541,3.495859962654718,3.1291947500686152,180881.29312610455
A00757,H2,1,2024-02-23,6398.1116598966455,3.876091682257565,3.262966043181864,192283.2346179186
A00415,H2,3,2022-07-10,9802.655851130045,3.404601400136514,3.5156708286496317,187101.12792388897
A00745,H1,5,2024-11-26,9921.900258336067,4.117117888997259,3.2919180436246904,172651.62393272802
A00508,H1,2,2023-12-30,9359.28704956171,3.9458484660883735,3.429968364443853,79480.6539025801
A00252,H1,1,2024-09-25,7831.438813717858,3.6444374956774195,3.286415114529615,248953.56879832954
A00112,H3,2,2022-01-07,9481.679669180927,3.9385291253310233,3.6689775580622954,132626.68220527758
A00575,H1,3,2024-03-16,9481.218499669827,3.876970111085758,3.4857191232748947,57356.12105616634
A00346,H1,2,2023-03-08,10078.498543052361,3.981046960703192,3.2997293522791398,64262.46827870195
A00354,H3,1,2025-04-18,7667.145133122957,3.9148464429291527,3.3763516527198285,162972.2846180585
A00499,H3,1,2025-03-28,7465.259058038737,3.755097146542135,3.285419697398252,245415.4231555975
A00024,H3,2,2024-06-17,8506.80622132228,3.7706144581679673,3.399313427564333,45367.63981362811
A00785,H1,5,2023-01-29,8785.3087718835,4.037358474931935,3.1987208680511365,168900.4255352378
A00680,H2,5,2025-02-21,8993.83502896063,4.138396472392349,3.2665827985181397,90757.97606441448
A00360,H2,1,2022-03-14,8167.996283992045,4.00089625484465,3.559738569609877,65452.61101712897
A00155,H1,1,2024-04-23,9312.0855240555,3.817228337328068,2.9204369513474444,261808.54412943314
A00297,H1,1,2023-05-31,8214.35752918437,3.956972610173729,3.215936018631447,182697.6307767038
A00785,H1,2,2025-07-19,9132.149900367362,3.480785545788567,3.442100034982957,122945.65037344309
A00355,H1,5,2023-09-25,9414.877242421526,4.337753140031574,3.6238564952296755,156376.0956278941
A00407,H1,1,2023-02-22,8097.094201860743,3.9332675931545635,3.245344687368306,181087.47846924386
A00123,H1,3,2025-07-23,8622.0115521634,3.735331178765166,3.1972255144032227,479610.3443164852
A00471,H1,1,2024-02-23,9173.209824840797,3.7482304409124185,3.198814509152783,167641.98833763064
A00494,H2,2,2023-04-15,8266.679235797648,3.801584765590567,3.71758127078725,171482.8290903701
A00440,H2,3,2025-04-28,10001.8672439438,3.785804201401827,3.219326635390443,93967.20665791488
A00197,H2,2,2023-06-10,9723.580065641012,3.966396309078357,3.445351660800264,186896.3412771273
A00396,H1,3,2023-04-03,9622.1035061457,4.083886781366287,2.920346904841278,122642.1632245255
A00350,H3,5,2023-07-23,9233.323737628563,3.6201299416788024,2.9795493779126385,25328.189663172194
A00298,H3,1,2025-09-24,8092.7444744638,3.6601069284876275,3.333714437710055,58795.203726451386
A00603,H2,2,2023-04-02,10011.70884125202,3.886161306559013,3.3702986832594393,99247.0230598037
A00009,H2,5,2025-09-16,7833.277875708916,3.57807608607136,3.490441180537642,133730.81043226813
A00403,H1,3,2023-03-26,10017.180816503698,3.9145572058306732,3.5316492439005827,120731.97519342053
A00065,H1,2,2025-05-26,10024.657606037319,3.458560231954871,3.364744762477202,108567.54387927256
A00797,H1,3,2022-01-20,8249.683243808131,3.6434426334090113,3.2945798621996096,134706.63217300587
A00068,H2,4,2024-11-10,9231.388254862237,3.547865989514223,3.377232935361829,223237.1984465077
A00746,H1,5,2023-12-29,11124.68165013341,3.8282264572368723,3.194725020699776,95442.00121569725
A00615,H3,2,2023-04-12,8096.66772848817,3.782329904586982,3.3101731231295886,154674.131937025
A00314,H1,1,2023-03-10,8741.824860036024,3.6867709638338217,3.3487170257493637,167908.54338984538
A00154,H2,3,2022-01-11,9573.477572835593,3.5750763033780615,3.2841718107107396,62661.16031212576
A00643,H1,4,2025-09-10,9739.732634796079,3.247519508550031,3.04185742115224,125759.07105506732
A00610,H3,1,2022-06-06,9782.566945667106,3.505846320142674,3.0992565872646654,172760.16705722376
A00334,H3,5,2022-07-30,10044.937064197025,3.3870602129551832,3.01940754276775,116334.69405569695
A00231,H1,5,2025-09-11,9328.941519160671,3.4062594850894676,3.342773872522146,106071.34796367814
A00520,H2,1,2024-01-10,8821.277078560375,3.990731620584234,3.3306578855085167,54558.684581359055
A00642,H1,2,2022-05-30,9817.894510061824,3.4940663911502345,3.3303379865577516,92450.73901854936
A00592,H2,4,2023-06-07,8729.292070509517,4.162794712255266,3.1706825641174463,152917.70463459764
A00040,H1,2,2024-07-16,9871.289565514335,3.7166369132088186,3.1759051020010824,339753.6777956517
A00204,H3,2,2023-12-19,10953.37425737258,3.6986826836376667,2.9013691526883667,124504.87955862428
A00279,H1,3,2025-04-28,8877.11862041732,3.994890285619119,3.3444113275514953,61190.498378071905
A00340,H3,5,2024-05-23,8319.464274131009,3.7644991963981194,3.360746218054341,53102.94195658329
A00238,H1,3,2025-06-07,11444.913703423565,3.80645681654876,3.5502197700015135,77353.89067970366
A00281,H1,2,2023-02-18,9809.050920712558,4.153129709207899,3.191717493228412,54350.71150198428
A00363,H2,3,2024-01-11,9029.538497171156,3.7796030575787194,2.942982601117207,56896.86770546013
A00713,H1,5,2025-09-09,9820.214846739726,3.9180924388185594,3.121502531673433,68070.03948071018
A00594,H1,1,2022-08-01,10744.09369172651,3.955047149681234,3.3197865654271626,135704.33828846805
A00508,H1,3,2025-07-24,9155.267780185652,3.741148131764009,3.1637614292358434,241076.98608219688
A00796,H1,3,2024-06-12,9380.325053173383,3.9285193059674492,3.2057629299976775,265567.0858007704
A00751,H1,5,2023-02-07,7333.374962875496,3.6090903889077985,3.0852718991477333,132949.91806239885
A00033,H1,1,2022-03-11,7959.035097520546,3.8357613646966175,3.4388512518594427,83517.81851056001
A00360,H1,2,2023-11-03,9914.61254051163,3.8465883020511753,3.376299456656122,80607.23628325661
A00316,H1,1,2023-11-27,7495.211105672759,3.4591305130328274,3.373434826349439,121518.17800085964
A00374,H1,5,2022-11-10,7093.452973788481,3.475840327524168,3.083880440458852,360446.16601389716
A00258,H1,2,2025-06-27,8489.332468633085,3.5701160311823683,3.330606469010088,155337.45705313445
A00483,H1,1,2022-01-29,8938.053944437757,4.044441847271231,3.3952614907500047,56753.203122799925
A00736,H2,3,2022-11-27,10258.46552130222,3.5448442451216655,2.915229626821787,159183.27107482392
A00225,H2,5,2023-09-19,8369.532234743776,3.576717344603784,3.2520612325007177,125345.81929132574
A00131,H1,5,2024-04-06,11105.672624085057,4.134012170888857,3.084246928394357,250547.09044711414
A00439,H2,4,2023-02-10,9901.559940782145,3.9850035590760835,3.3646431310069977,184032.08895486532
A00174,H1,2,2022-01-27,9089.073105383868,3.5300397605899945,3.5527269914741484,423279.4074218753
A00661,H3,2,2022-07-22,8641.725400007495,3.8506993192244447,3.053175153316843,190343.45092429314
A00476,H1,1,2025-09-19,8457.999861035965,3.8300676090357975,3.5735610099960353,256508.8818750004
A00311,H3,1,2022-05-05,7884.562509567735,3.5293932006529283,3.222810662030753,95868.39256270471
A00705,H2,1,2023-02-08,8776.547543628085,3.3533231221579802,3.227916765250877,272613.7956465627
A00126,H3,2,2025-02-22,8097.648336179119,3.5290752931604845,3.3120288828550644,188331.42594763116
A00203,H2,4,2024-02-16,9225.723016781129,3.4889485302847825,3.1925608125380385,170882.12835966566
A00755,H2,1,2023-05-06,8011.708872475233,3.6429834790686564,3.306061510174619,117853.19573895112
A00417,H2,3,2022-07-24,8198.97230597679,3.6796897190336466,3.508799849184963,74693.09014507859
A00275,H2,3,2024-06-01,9425.080091651167,3.77059728614372,3.4685541692071302,30172.61226377112
A00703,H2,5,2024-02-20,8038.880276974245,3.7050483720525262,3.114479454898848,87709.27626273224
A00403,H1,1,2023-08-14,8261.500015568465,4.326265053516117,3.2564037658572325,429598.00963440904
A00595,H3,4,2023-06-25,9151.25882680289,4.5947134198418835,3.403231403472062,98128.37556029696
A00009,H3,4,2023-11-22,9493.331874214726,3.807771396942788,3.300143664612125,151263.9656032669
A00375,H1,2,2024-07-26,7671.729692571215,4.016643167152384,3.073236504430546,63133.770260236844
A00379,H3,4,2023-04-16,9741.516228505989,3.464456208407273,3.1767501252209396,105605.53800607978
A00223,H1,1,2022-03-03,7968.074686367658,4.031070669364057,3.261340426300246,48205.230998564766
A00707,H1,1,2022-07-05,8594.879242309671,3.843004385867445,3.2906007711118326,264866.2707688611
A00236,H3,2,2025-07-28,7627.904771031256,3.8722291667921764,3.4740905281563603,115796.18630718162
A00341,H2,1,2024-10-14,7604.0312168840055,3.697902843186318,3.256944602136565,124410.61367578286
A00494,H3,2,2024-03-10,8110.6812822365955,3.9197188846301154,2.9735844274132983,189511.61533507882
A00089,H2,4,2022-03-01,8811.766090889914,4.315074542631019,3.2094223391389423,69715.6918876595
A00166,H1,1,2025-03-04,8200.233238956522,3.9492583250038726,3.3500047759570224,103268.7355967507
A00704,H3,4,2024-02-26,8099.607597883142,3.93235335178143,3.495417168175426,48528.741822419535
A00700,H1,1,2025-07-10,8778.143435630678,3.7071376952008155,3.220091588449048,464025.83159550314
A00362,H1,3,2025-02-04,9881.482310419373,3.8515041701090174,3.3306983318751686,301816.6806725657
A00348,H3,1,2022-08-12,8299.560925990225,3.512283872703608,3.2341821863651883,263699.1771695158
A00305,H3,1,2022-01-03,8352.013971539087,4.10007656456483,3.30208464825228,121172.63990019831
A00258,H1,5,2025-09-15,9451.903053033715,2.9378967936963036,2.939776586667025,196703.29067411445
A00663,H1,5,2024-02-05,10649.646944443479,3.7289924671068304,3.6537256562325373,149827.3126935058
A00041,H2,5,2022-10-18,8826.677439255696,3.5494140048272995,3.2302490586950277,146829.0305445224
A00443,H1,5,2025-04-17,10324.61609118152,3.8586529685463136,3.1990967651534374,140741.6775159965
A00050,H1,1,2025-06-16,7852.992092743158,3.5896030918446815,3.4488422587724554,117123.99626821284
A00527,H1,3,2024-04-20,8510.908497147047,3.9073704288659012,3.382404956637107,187779.26771381128
A00761,H1,5,2023-09-08,9413.077995057958,3.774345060132388,3.163097771429564,252893.55266783643
A00289,H1,5,2024-10-02,9001.389234284898,3.9381800407565852,3.3880281169211637,161312.2719360808
A00591,H3,2,2023-07-29,8555.464279874968,3.6176782659065845,3.1753948481495455,219418.64384534393
A00207,H1,1,2023-03-21,8558.903977446473,4.039062040907451,3.318191668622511,71503.57453518132
A00534,H1,1,2024-12-01,7114.667423110176,3.588739072603424,3.0662118710779023,154769.86710928936
A00697,H1,2,2023-01-20,9873.392404992257,3.9290119676610713,3.3237691223191645,217090.88590201392
A00227,H2,4,2025-07-28,7149.7071850893735,3.8090149816994487,3.249166064999618,280887.6195659727
A00575,H1,5,2023-08-26,9573.337391001982,3.7180205906689214,3.2497493227401972,271053.7347061436
A00549,H1,1,2025-07-05,9297.618576349914,3.611302045717294,3.425300943079132,228097.94072906848
A00355,H1,4,2025-01-12,9157.124580761005,3.98564861582299,3.0779874698677485,195027.90351359948
A00196,H2,5,2024-11-12,8851.59957452381,4.4112825362647285,3.002083182006334,362797.21216457675
A00485,H1,4,2023-02-23,10160.526354010646,3.8115787239094954,3.5117290326623425,114063.19165252928
A00207,H3,3,2022-08-18,8699.861827421544,3.532009361927445,3.3319042696625534,356991.10598148685
A00188,H2,1,2024-04-08,8291.859424601613,3.401801435069618,3.085681962390611,171864.59385799913
A00093,H1,3,2024-04-28,9349.684887962088,4.2088250391613595,3.293875446472297,136987.09249826233
A00471,H1,4,2023-10-14,9037.680062421514,3.500472585050287,2.972147463546025,221978.875971856
A00708,H1,3,2024-01-26,9794.210182560924,4.048733063228907,3.2824655097447515,101190.24228659093
A00020,H1,5,2022-05-26,9862.658040249062,4.093415877836022,3.473552799426486,295507.6970161678
A00077,H1,2,2022-03-12,10155.665727600232,3.5756655813632388,3.3761301682347256,66496.34019065317
A00725,H1,5,2023-06-25,10660.990262141615,3.7820814040781765,3.042595208570182,129849.09595437333
A00258,H1,3,2025-04-18,10912.055994278491,3.7596823937491384,3.3133662049245265,82885.40610091452
A00409,H1,1,2022-04-29,8665.36503856853,3.8039560633711944,3.2013720767193226,434171.68327329314
A00350,H1,1,2022-07-21,6746.4124417059675,3.62644816200513,3.2026467835978565,99397.1745680945
A00035,H1,1,2024-01-17,8813.230657221453,3.859306959105394,3.2340166394117498,150342.05205274455
A00591,H1,2,2023-05-19,7834.763511900592,3.714207292235971,3.2526150187487626,226942.78765544854
A00608,H1,1,2022-08-11,9498.764920190144,3.8960144578178912,3.4232783630476313,176659.19988014956
A00141,H2,1,2023-09-07,8216.035085108932,3.8003349616886215,3.5151316429941235,34470.78028703644
A00364,H1,1,2023-10-10,8273.382758731776,3.473168588056738,3.0726715541840512,89490.30424748677
A00525,H2,2,2024-08-30,8556.797098473833,3.7091041774233,3.043143280506107,47739.399685229015
A00496,H1,2,2022-12-20,8022.169393892221,3.6595063854224352,3.2767528771545096,186860.25775519968
A00607,H1,1,2023-03-07,9650.619919682533,3.649947075849537,3.363914424629315,149045.5685114664
A00008,H3,2,2024-11-24,9135.50878773638,3.7647530256388952,3.5257202003081893,274552.29606117733
A00518,H3,3,2022-03-23,10837.884025148165,4.290121150195756,3.0289600214519505,86031.66510686575
A00022,H1,2,2023-07-22,8993.30281983671,3.955056677368646,3.2315685928100026,101524.19270489135
A00166,H1,2,2023-05-09,8867.677906963474,4.4204082193190155,3.3035519928134,255364.19112468735
A00335,H3,2,2022-02-14,6453.354163983047,3.4554976807880333,2.924088637603529,38891.08423555417
A00744,H1,1,2025-03-12,8847.97866065446,4.172640940580293,3.3239768638421574,239887.6262002854
A00355,H1,1,2022-03-27,8380.20123621911,3.989885092654041,3.35191379654347,107867.5107160624
A00260,H3,2,2023-11-14,8633.126180070132,3.8817524671973285,3.1073453505175754,152411.86566133806
A00524,H1,2,2025-09-06,10467.161822959397,3.5996771418108637,3.553045517716844,109076.49132211518
A00083,H1,5,2024-05-16,9070.182281410165,3.3980757850562666,3.2191183881610574,58850.7956106867
A00217,H2,3,2023-06-10,9644.116414413298,3.618652119498006,3.136872748575378,238729.7398314758
A00370,H1,3,2022-05-10,9423.120740183114,4.099834083118622,3.2675344143324008,241797.86292352038
A00625,H2,3,2023-12-30,8544.105925407624,3.965520383645438,3.3670448210041055,214169.57569904896
A00206,H1,4,2025-07-18,9206.503644095934,3.943263079608544,3.137751875933522,152116.77519741567
A00494,H2,1,2025-06-04,8194.955123407712,4.098404642964094,2.859289226236826,44798.45880598558
A00451,H1,3,2022-01-08,9952.857424657339,3.5184009741703623,3.245817932046934,499067.29198506294
A00681,H1,3,2024-07-09,9315.724593933572,3.317700527699995,3.2963752757658087,249117.62118930946
A00129,H3,4,2025-03-17,7951.429818520891,3.558662201297809,3.259626692827942,42948.16833635941
A00312,H1,5,2022-12-01,6968.6072309819165,3.600895343499402,3.4719223481384853,28327.660373380797
A00452,H1,1,2022-06-12,9489.99496787126,3.6812215119641345,3.32271172373241,210589.66945946406
A00585,H1,5,2025-07-10,7934.290229401334,4.147603390823436,3.113108407347154,107144.97196750327
A00417,H1,4,2024-04-27,9985.060884183027,4.091866568231253,3.3027280882295127,57817.80398033116
A00358,H1,1,2023-11-05,7568.415276903574,4.069135901020379,3.2986171781555114,192062.001306833
A00276,H3,2,2022-04-21,9480.651438067945,4.477686381804581,3.211515179543712,92935.49365947017
A00107,H1,3,2022-10-07,8571.999101021845,4.427461105522519,3.308831824669844,96666.22499212697
A00428,H1,3,2025-05-21,9603.437969755769,3.990568217978623,3.017461191718296,185343.6401667273
A00004,H1,5,2024-09-15,8650.017691009769,3.747415006663722,3.2042867179513994,119575.90696485953
A00428,H1,1,2025-08-19,9327.555643201202,3.755078368714359,3.317850601425167,76282.42324382527
A00160,H3,1,2022-06-24,6562.470337276331,4.007280267766513,3.3228739157744274,57252.570776358305
A00567,H1,5,2024-12-25,9783.274786693346,3.8943153417372134,3.3024216550325285,363144.97309312684
A00351,H1,4,2023-09-18,9256.61196508397,3.4119753568182567,3.266952950481816,317313.4090492412
A00366,H1,3,2024-12-03,8786.113002085125,3.6820219940800802,3.5159308541506062,108321.16908946692
A00253,H1,1,2023-01-22,9316.332110253983,3.804375039337434,3.353598371799981,64376.17664050186
A00781,H1,3,2022-03-09,9700.531693999736,3.7270860962586285,3.145482747505795,227565.39805821455
A00292,H1,5,2024-06-22,9791.039669353437,3.7452878140187402,3.651351731453719,58549.76311855129
A00501,H3,1,2023-04-22,7320.433343890052,4.3573184026389935,3.4291882509301574,268625.62945017824
A00680,H2,2,2022-06-19,9494.181719775524,4.150296568758474,3.2826365592150557,86814.10602000244
A00433,H1,5,2022-11-10,9735.310610226219,4.036374726631245,3.2012329365715946,85904.97932301064
A00658,H1,1,2023-12-29,8618.011772771517,3.7400030738675722,2.7179886116178875,70969.11712044253
A00416,H1,5,2023-08-01,9524.284147202003,3.5023286425061855,3.5089669868246616,137581.80670768756
A00489,H3,1,2022-01-24,7704.388538682843,3.65169495378241,3.191401897926484,203684.91045262042
A00376,H2,4,2024-12-06,10440.165527796944,3.7714475270555408,3.6639260367467177,158393.24485405436
A00242,H2,2,2024-12-01,8352.10328561089,3.586560194353147,3.332747071902698,271447.0898609502
A00538,H1,1,2024-10-05,7276.583671110171,3.4932158994534395,2.9318280196709114,160184.53746213758
A00310,H2,1,2022-06-05,8216.419342569006,3.7593002508418483,3.627279775040579,62574.168322871665
A00598,H1,2,2022-09-28,9705.204564094885,3.9908282683791056,3.2706251986642982,182838.16499534977
A00136,H1,4,2024-10-25,8182.894522242488,3.932091993207884,3.282173373391539,103633.37611156469
A00287,H1,4,2024-01-24,8715.766403665624,3.7615963145965887,3.051282045633101,182055.89813883838
A00466,H2,4,2022-10-10,8492.864687498297,3.643849147946205,3.488526411197471,182876.1707925258
A00359,H1,2,2023-06-21,7639.480204548394,3.8392166025897727,3.6095525520048573,162396.8771121761
A00293,H1,1,2024-08-17,6756.368465581829,3.429418379552243,3.2878524323955065,97681.22366019429
A00243,H1,4,2024-05-30,7962.134816061363,3.532996520789,2.7550583164664966,130341.76622614205
A00666,H2,5,2023-05-07,10141.975463154207,3.757402894160972,2.865755139854166,217240.3278642788
A00369,H1,3,2024-02-17,10730.4151789701,3.5587929758847396,3.611575969513325,84350.32333265564
A00158,H2,4,2024-11-20,10437.645321874767,3.7347750442497873,3.4011860689239035,172916.4495614558
A00796,H1,5,2024-04-10,9284.196687806056,3.404815473109132,3.105416783448693,208794.461717926
A00173,H1,1,2024-10-19,7987.33150823255,3.7586326014714433,3.002335554051721,102885.0791808588
A00047,H1,4,2022-08-29,10159.159368420605,3.8135473854777957,3.1794328367432683,163136.92540236365
A00240,H2,4,2023-07-30,8534.436250890916,3.509131550051932,3.2791707206313174,232401.0860980774
A00189,H1,4,2022-12-13,9341.07353932904,3.9353771713842005,3.247671021741354,62707.16567128302
A00673,H1,2,2024-02-23,7667.503583696233,3.9364316449503947,3.4641319609517756,136841.01375048084
A00457,H2,4,2022-05-02,9265.198846260793,3.394771620422962,2.8280182044846027,264091.2730992218
A00139,H1,1,2023-08-19,7282.782865054793,3.8065405749763457,3.1186761050555836,188183.5644103112
A00384,H1,4,2023-07-07,9795.833361872159,4.244442051232971,3.0578331215719206,145136.4558006019
A00776,H1,1,2022-06-29,8427.484549110623,4.189530273966815,3.3414542389358317,168644.52764529022
A00161,H3,3,2025-01-03,9169.721090225943,3.736906468753879,3.242335848212,157243.33622974734
A00019,H1,5,2025-06-27,7716.189320453225,3.9310031310474947,3.113165784048597,212104.02549198316
A00180,H2,3,2024-12-07,10280.82323760918,3.848105279442045,3.453769411914552,36746.99882958571
A00058,H1,2,2025-03-20,8597.681497943762,3.6423075295986655,3.2762688929460593,148474.40114093327
A00694,H2,1,2025-07-08,6688.969914803096,4.043454767929327,3.2514907437924268,132736.5288550615
A00788,H2,4,2022-08-09,8662.167894018914,3.962098502809678,2.9814209496148614,154889.2029546953
A00600,H1,3,2024-03-08,9723.404605430827,3.6764653597135832,3.1588115147251834,321939.9235621071
A00620,H2,4,2022-12-13,7728.55637354184,3.897118550212885,2.933233172614816,235500.53226382023
A00419,H3,1,2025-09-09,6723.733215440529,3.7743344772398415,3.5736917861661515,306577.04014783865
A00178,H1,1,2024-04-22,9139.905066862339,3.675329891003792,3.2339223275138678,57501.087975090835
A00701,H3,4,2023-02-17,8742.405933213302,3.3962372773538028,3.4279357353132633,186671.48680399105
A00748,H1,5,2023-09-16,8183.543328395073,3.7155471634107147,3.4711157462104274,102200.16165949166
A00177,H1,5,2025-03-30,9723.002807014624,3.8146511244640493,3.407150188016694,108825.80571354722
A00288,H1,4,2023-12-20,9083.66491348287,3.5377350073304865,3.323838162822319,113428.69427059956
A00694,H1,4,2022-11-12,9633.87544329951,3.5680117441235826,3.161187758731118,163283.34067749768
A00298,H1,4,2022-05-21,9322.936802910084,3.914951964201377,3.434485904762572,135946.74036614283
A00381,H2,1,2023-04-24,9061.749791894094,3.7717078975677754,3.067716906750131,161837.5930368621
A00543,H1,5,2025-02-07,8217.151203831565,4.111828821518439,2.998416490638687,100787.51099309046
A00136,H3,1,2022-04-12,8184.428903641892,3.564867446124696,3.154730984794019,156741.89675716244
A00030,H3,4,2023-02-26,8773.29652653856,3.4395053160899964,3.15702806641105,259669.51504014875
A00511,H1,1,2022-08-21,7809.443741548132,3.8778376073495275,3.1800460274079727,363970.0168966705
A00640,H1,5,2025-07-28,8514.709572494045,3.705750907155616,3.306487423619282,111674.32716238449
A00549,H1,3,2024-08-01,9039.735624464603,3.6859072766129723,3.148185025296093,290078.1088059348
A00272,H2,3,2023-09-02,8196.352230466187,3.817604781831822,3.038283943004182,94073.06216600403
A00489,H2,4,2022-04-12,8449.886764787423,3.7639289053699363,3.0309906846904466,248616.48036509278
A00265,H2,3,2024-11-21,8895.700640379977,3.687153887258901,3.262963175545069,68953.37719698192
A00190,H1,1,2024-04-28,9144.8357481884,3.513299362805108,3.287920037990432,76537.18234568222
A00799,H1,4,2023-07-16,7357.857466981222,3.604146005335242,3.373797003687977,310556.394329098
A00413,H3,3,2023-09-09,8985.252289924018,4.053878804120732,2.9514995981951957,149290.27794939806
A00517,H2,3,2024-01-08,9034.327455356299,3.718173642436244,3.223346967181404,106970.4297553172
A00587,H1,3,2024-05-07,10259.505133736928,3.7738933092858327,3.1762631928937597,158546.46692140368
A00123,H3,2,2025-07-16,8686.319737841619,4.040183576898616,2.898493204591315,45894.02673845308
A00401,H1,2,2022-12-09,9579.214340294604,3.7344682312068884,3.3695836613631878,262491.4735765316
A00088,H2,3,2024-09-15,9798.725030628602,4.105432166554398,3.3660205141571162,88486.48581300654
A00688,H1,5,2023-08-26,10539.627012729994,3.63097251894301,3.209238174782055,234862.09797743958
