farm,animal_id,parity,calving_date,milk_305_kg,fat_pct,protein_pct,scc
farm_4,A000023,1,2024-12-22,9305.761138705699,4.020112548526412,2.9608619579390485,173411.0021694626
farm_4,A000023,2,2026-02-10,10325.893696738098,3.9435894980727886,3.13425117453065,715601.0437838773
farm_4,A000023,3,2027-04-11,6783.799993010664,3.540460473239669,3.3162133288116302,205361.57671548857
farm_4,A000023,4,2028-05-14,706.8477798180083,3.762678686319089,2.87205430112227,92863.43958859546
farm_4,A000023,5,2029-07-06,7503.218471674682,4.0727872731338755,,104978.45561067451
farm_2,A000024,1,2021-08-13,7361.9135964836505,4.014474706322836,3.299642515592203,
farm_2,A000024,2,2022-09-29,8128.80930317385,,,129128.72628160684
farm_2,A000025,1,2019-06-08,7985.582959104231,,3.1187713044326846,
farm_2,A000025,2,2020-06-29,8495.984810830807,3.7821041320993753,3.4036841212771143,61892.484169040144
farm_2,A000025,3,2021-07-01,6799.566453413121,4.106367636328617,3.1669862022874327,
farm_2,A000025,4,2022-06-26,8766.382710041895,4.0279579446283424,3.0796023138002577,
farm_8,A000026,1,2022-12-04,7003.168321454532,3.374524442495416,3.098959160640403,
farm_8,A000026,2,2024-02-03,7968.040015497267,3.3002777732846873,3.206125325542403,
farm_8,A000026,3,2025-03-03,10442.4903965979,3.665102194815717,,
farm_8,A000027,1,2018-12-23,7293.384589053457,,3.2075192583256844,131733.12399409528
farm_8,A000027,2,2020-01-03,5233.2108275547425,3.960664182963719,3.34476612913054,
farm_8,A000027,3,2021-01-01,11160.378123841889,3.772127303218722,,122948.7710151784
farm_8,A000027,4,2022-01-08,10281.394844716096,3.91155045907237,,112419.48971525
farm_8,A000028,1,2021-01-21,9010.261295991113,3.4064256628611114,3.019891571400142,135739.1434350806
farm_8,A000028,2,2022-02-24,7817.4715254827315,3.4958481920842353,3.3767659249231663,385741.48100920266
farm_2,A000029,1,2019-10-09,8694.988489070463,3.8193940774445823,,269330.6925451035
farm_2,A000029,2,2020-10-20,5540.922825230667,4.017728012112352,3.4904844887065076,151694.6061212522
farm_2,A000029,3,2021-10-15,7672.5756236168145,3.9123669446118066,3.140574868283946,109736.9141681813
farm_2,A000029,4,2022-11-20,9919.959884362272,3.514406877274764,3.003457514771571,115944.51698561001
farm_2,A000029,5,2023-11-22,11136.883255154698,3.4875833880125673,,135564.9570839422
farm_2,A000030,1,2023-08-26,8507.258594036151,3.641446701578618,3.011705777146415,218475.86251523634
farm_2,A000030,2,2024-09-12,7150.198822704499,3.032212253025243,,
farm_4,A000031,1,2019-08-10,8541.861730001478,4.300726835031666,3.1632405137916604,182037.14239711483
farm_4,A000031,2,2020-09-22,10089.816759793379,,3.047284988930876,114232.79556589227
farm_4,A000031,3,2021-11-11,8128.958239603455,3.9949585285196707,3.4077614404500993,89962.42666058315
farm_4,A000031,4,2022-12-02,10022.95138985372,3.8739143502116793,3.15022523352888,161579.80814482164
farm_4,A000031,5,2024-01-16,8091.417346588986,,3.0262636593170003,185257.19781007542
farm_4,A000031,6,2025-02-26,7176.58648751078,3.7803711747912483,3.0837955023487593,
farm_4,A000031,7,2026-03-02,10106.613747257832,3.9979947350032896,,
farm_3,A000032,1,2018-01-24,7173.040712906658,3.7575369105805674,3.4946131931295152,135614.98847264523
farm_2,A000033,1,2023-11-21,6154.389533121952,,3.217901341444279,
farm_2,A000033,2,2025-01-04,9518.518249125873,,,418928.2817763592
farm_2,A000033,3,2026-02-18,8822.94123394413,3.699477568633196,3.0010878831452046,91483.9740483781
farm_2,A000033,4,2027-03-01,10173.122662893764,3.579577631097033,3.438227928144439,
farm_2,A000033,5,2028-01-29,8739.068473788784,3.8861673798323086,3.2728012157595123,311472.95074286434
farm_2,A000033,6,2029-01-22,6473.6620430410885,4.019270517810696,,
farm_3,A000034,1,2022-07-19,5770.961661557071,3.6135144683810996,3.0809225403472476,227014.97830399044
farm_3,A000034,2,2023-07-23,7316.34167758132,,3.2023478073878517,135917.38394388673
farm_3,A000034,3,2024-08-08,10916.878656776955,4.128877072735026,3.237889333805871,137332.45073993588
farm_1,A000035,1,2023-04-01,7193.000525496553,3.621982050847429,3.5810948791087895,119400.29892876504
farm_8,A000036,1,2020-09-18,8200.614137241177,3.7841066152034695,2.93883297959998,156366.45125585626
farm_8,A000036,2,2021-11-03,9358.502411915402,3.5386176285814868,3.195273057211427,
farm_8,A000036,3,2022-12-11,10070.188624121329,4.071927606539466,3.32449134352185,
farm_8,A000036,4,2023-12-06,9683.039060476738,,,
farm_2,A000037,1,2024-05-10,7521.039413905878,3.654601194232467,,
farm_2,A000037,2,2025-05-20,8559.207549328068,3.3476682517846643,3.236252016788271,
farm_2,A000037,3,2026-06-06,8361.96488560385,3.52390503885922,2.9895981567266934,192272.38577095966
farm_2,A000037,4,2027-07-20,8397.845627544375,3.8883372316339373,3.572128790660741,131169.62123046676
farm_2,A000037,5,2028-08-03,7979.844787599001,3.6322541338763465,3.383870341580347,104476.89991556869
farm_4,A000038,1,2021-06-24,6973.10256827823,3.476433169606348,3.1848563767055538,178783.7582632007
farm_4,A000038,2,2022-07-18,11463.535291195301,3.967849342835321,,607613.9665672043
farm_4,A000038,3,2023-07-12,9426.513393214434,,3.248891405505792,95631.04617761448
farm_4,A000038,4,2024-07-31,10581.861558062314,3.600663861090255,3.0294904846924746,
farm_4,A000038,5,2025-09-20,6373.1425837410925,3.5689448206812036,,131670.52011909665
farm_4,A000038,6,2026-10-13,9257.082771143141,4.312157882699445,2.995760240621341,88830.44401054399
farm_2,A000039,1,2019-08-13,7476.697553613413,,,108303.01738933132
farm_2,A000039,2,2020-10-22,6069.9540431339965,,2.8428720974261488,
farm_2,A000039,3,2021-09-22,8701.764635862308,3.8832498703082163,3.1645397332802587,176861.92609187285
farm_2,A000039,4,2022-09-30,10543.775420596508,3.71832684503562,,
farm_2,A000039,5,2023-09-11,9992.541436642447,4.023455988785441,3.2583248189810643,143186.50684393657
farm_3,A000040,1,2020-04-26,8451.02201150557,3.910582077749748,3.2081796918198,348429.60866805975
farm_3,A000040,2,2021-03-19,9280.722668620036,,3.3508252136790144,98691.17315636075
farm_3,A000040,3,2022-04-10,8514.031721152227,3.727909529694108,3.3522434341442984,190578.98042290198
farm_3,A000041,1,2018-02-24,10051.3511918991,4.490631310197396,,113558.28242179075
farm_3,A000041,2,2019-02-20,10271.90030244971,3.847379049119313,,
farm_2,A000042,1,2019-05-13,7307.993338479319,3.7108375682004295,3.4231239743289468,285024.6032418791
farm_2,A000042,2,2020-05-11,5274.022783550855,3.5978346240110732,3.5401341966003574,
farm_2,A000042,3,2021-06-03,11120.3700405751,3.8189727596301934,3.3120793749101267,175838.97467492672
farm_2,A000042,4,2022-06-20,8285.106057130532,,3.52076082565977,
farm_2,A000042,5,2023-07-28,9386.912610194293,,3.4140799101762473,92124.07265380207
farm_2,A000042,6,2024-07-10,8041.050982008657,4.017467904405308,3.0218885915260123,38164.974864622265
farm_2,A000042,7,2025-07-17,7677.996008683678,3.610977267795672,3.3561110138156596,156585.36622858836
farm_2,A000042,8,2026-08-14,7362.395609708061,3.709275442643964,,66049.81155236991
farm_8,A000043,1,2020-11-22,8794.075013042051,3.877002475554335,2.965487942565546,192341.53215860281
farm_8,A000043,2,2021-12-03,9414.442009944118,3.49186492219493,3.0767914884896967,192898.40448870265
farm_8,A000044,1,2021-06-22,6351.25592602732,4.182372711722152,,177111.16050859255
farm_8,A000044,2,2022-08-17,9260.80666731591,3.9387830612625523,3.050649378271798,86749.87642037883
farm_8,A000044,3,2023-09-25,10636.935778739778,3.4908005793895356,3.119891055146058,101434.94285094348
farm_8,A000044,4,2024-10-25,10355.418857990491,3.8793144313084955,3.0839761706590982,53011.794156938886
farm_8,A000044,5,2025-11-18,6811.90227239337,3.619568305475831,3.1084831193209825,
farm_8,A000044,6,2026-11-19,11265.763547486118,4.183124943866493,,174130.63876207633
farm_8,A000044,7,2028-01-07,7106.781637074505,4.125586180848914,3.039987141313228,320886.29018131347
farm_8,A000045,1,2020-01-27,8870.191736089093,3.773734818379938,2.98654596052478,
farm_8,A000045,2,2021-02-18,8716.090998739834,3.6659953553049025,3.1623656147462826,139128.2628685195
farm_8,A000045,3,2022-02-16,9383.324668793495,4.071474595719323,,119367.67752628714
farm_8,A000045,4,2023-03-26,9502.618432058734,3.546980639317557,3.5772166791446813,200928.79756080193
farm_8,A000045,5,2024-03-17,9456.668157140002,4.230603573497362,,
farm_8,A000046,1,2019-11-12,8718.258145952723,3.7328432070283526,3.470075678783867,
farm_8,A000046,2,2020-12-12,8386.452545648966,3.6927385130334383,3.284493594115227,141830.3333890395
farm_4,A000047,1,2020-09-15,7855.275513723057,3.685638349449667,3.219867226387918,
farm_4,A000047,2,2021-10-27,8938.732995377766,3.929086594927129,3.356177911372673,87322.97584818816
farm_4,A000047,3,2022-10-15,12129.069683193087,3.745153340917649,3.2035463485939637,120871.30236839186
farm_4,A000047,4,2023-11-09,8351.3630876503,3.8438633496571253,3.2380928772860034,91740.7792845236
farm_4,A000047,5,2024-12-11,7731.735795162417,3.821905480860438,3.6513197419308177,164834.45503568804
farm_8,A000048,1,2018-05-06,9047.231183699681,3.3619057262147507,,217119.83362012985
farm_8,A000048,2,2019-05-30,10946.87538239517,3.5583245273243347,3.056708455210286,158735.58950550284
farm_8,A000048,3,2020-04-21,12481.419514613235,4.106758649262218,2.9154912906543498,297420.25311377976
farm_8,A000048,4,2021-07-05,8115.100727058081,3.800277486171823,2.922001907315316,
farm_8,A000048,5,2022-08-14,9105.357436027653,3.3833091483027005,2.930943893639064,161703.4111115478
farm_8,A000048,6,2023-09-03,8477.276217710896,3.932723578553987,3.354465032768123,140177.60905148112
farm_8,A000048,7,2024-10-07,8954.62661689437,3.5968635574695034,3.5789535373024965,152906.04762963444
farm_8,A000048,8,2025-09-22,10437.624706487579,4.01278102459506,3.420294065337667,180640.85776650056
farm_2,A000049,1,2021-11-24,7361.764512730809,3.6887331848011002,3.2460126413989494,161581.77483546967
farm_2,A000049,2,2022-12-26,7585.945866402604,3.4482057537616018,,
farm_2,A000049,3,2024-02-03,22159.978510215784,4.153979089363965,,288685.8458093701
farm_2,A000049,4,2025-03-19,5757.167134626571,3.9505093558454454,,
farm_2,A000050,1,2022-11-16,8421.496222781978,3.876737687528131,2.977340197754829,128243.8465475392
farm_2,A000050,2,2023-12-22,7423.678918219423,3.4254077536335408,3.4057975683130826,104083.64387690666
farm_2,A000050,3,2024-12-15,6953.752291912603,3.3230970482608,3.1012881549605007,274610.3429201862
farm_2,A000050,4,2025-12-30,7676.940475443765,3.8344739439687263,3.552189793265429,
farm_2,A000050,5,2027-01-26,10263.694939803085,,3.4986092546176817,61011.772011372035
farm_2,A000050,6,2028-03-10,8435.510641890649,3.661776016576572,,
farm_2,A000050,7,2029-03-19,6758.212910662154,,3.1077868736730254,163010.1361410891
farm_1,A000051,1,2018-04-02,8174.587256923491,3.927475974653818,3.2929663064687955,
farm_1,A000051,2,2019-04-20,7681.729078026314,,,114683.69209908917
farm_2,A000052,1,2023-09-19,9733.282518345011,3.7092170882957305,3.3537923602017297,180965.0660640386
farm_2,A000052,2,2024-11-14,9058.142723517476,,3.307657847908544,154125.2810932634
farm_2,A000052,3,2025-12-22,9525.999906912939,3.845017759423995,3.150872002359408,94727.68875334495
farm_2,A000053,1,2018-10-25,6583.981728016989,,3.1761076635236893,128136.59699369261
farm_2,A000053,2,2019-11-26,7954.4736376699175,3.815875366167864,3.1117253970652845,257248.04411232047
farm_2,A000053,3,2020-12-31,8701.61519234217,,3.0850434249362686,58943.948933271415
farm_2,A000054,1,2024-05-23,8025.305953470221,3.986340181019469,3.21683422935895,137160.01791838274
farm_2,A000054,2,2025-05-21,8954.402415682125,3.5141652522290348,,
farm_2,A000054,3,2026-05-23,8451.918748058783,3.516644745426844,3.262986268744891,91669.56150768846
farm_2,A000054,4,2027-07-08,12382.838084206694,3.9335519655936686,3.0691864571212366,265910.58075335994
farm_8,A000055,1,2018-04-09,8609.368365840031,4.269711677332864,3.3296145173868124,158742.9429629869
farm_8,A000055,2,2019-05-10,8722.742215343482,3.8362159094647956,3.058407453775436,151757.03179348083
farm_2,A000056,1,2020-09-13,8396.555937192437,3.5490375682422783,3.3502549500757945,78752.33039638662
farm_2,A000056,2,2021-09-01,8645.180876796705,3.0919204203826864,3.4087273320875897,46252.824189888495
farm_2,A000056,3,2022-09-17,11889.76923435434,3.7092375340778547,2.9420691649489243,305038.1400911728
farm_2,A000056,4,2023-10-28,8378.46894583568,,3.137974423567766,178479.3257561058
farm_2,A000056,5,2024-11-01,8644.66976836697,3.4293964647352815,3.132331570415556,59672.288511170744
farm_2,A000056,6,2025-11-23,6377.938046096728,,2.8809358582349383,
farm_2,A000057,1,2020-11-12,6706.514573499652,3.7046276462939765,2.9623111801870947,180593.822540501
farm_2,A000057,2,2021-11-25,7965.8915567945605,4.197850091940701,3.3578085535495013,
farm_2,A000057,3,2022-12-07,7418.919707490551,3.7847256229985327,3.0652160367163903,188646.73895856927
farm_2,A000057,4,2024-01-25,9715.64945917872,4.0707499846292166,3.0062513862676297,103549.60114086706
farm_2,A000057,5,2025-03-08,5172.142873302969,3.442292199593832,3.114220315741966,127266.618624356
farm_2,A000057,6,2026-03-19,7556.951479587541,,3.5361431607490434,79162.21431197869
farm_3,A000058,1,2021-06-06,7415.363633791189,4.499744882573665,3.2987615277282245,393225.7183890907
farm_3,A000058,2,2022-06-24,9392.760480644245,,,
farm_3,A000058,3,2023-08-02,9460.203689607572,4.040094287184539,3.1925935103483982,146076.00873311475
farm_3,A000058,4,2024-08-26,6304.427526185931,4.071723903146702,3.0781468992348495,139422.94075052443
farm_3,A000058,5,2025-10-25,8932.61461668379,4.024019397373822,3.0923123150204854,290686.7916585223
farm_2,A000059,1,2024-01-17,8281.366875374697,4.241756123598965,3.00843595185202,
farm_2,A000059,2,2025-02-19,9324.766718528075,3.8928510086057573,3.2891683667591276,186205.0256216863
farm_2,A000059,3,2026-02-28,10430.07334202659,3.493627880195293,3.048789193602475,
farm_8,A000060,1,2023-08-23,10987.84742103253,3.686257421759905,3.1329728494869418,76376.39632666744
farm_8,A000060,2,2024-10-13,10805.150590138499,3.9992082362022843,3.060585570308464,
farm_8,A000060,3,2025-11-16,11695.112715915708,3.7497774484316424,3.137584769855543,
farm_8,A000060,4,2026-12-22,9422.344106800612,4.007763222809738,3.087349492057928,322392.5769691668
farm_2,A000061,1,2021-10-13,7945.36750056698,3.9263894633037517,3.27852242686419,77915.99162374643
farm_2,A000061,2,2022-11-18,6959.6872522228605,3.7133071058083216,3.094557309779236,132788.21122215886
farm_2,A000061,3,2023-11-01,10982.663674325542,3.313164381464796,3.3761224050199794,96047.66202543945
farm_2,A000061,4,2024-12-11,9212.536217189314,3.7537255876446953,3.4181832567620276,75857.9025718155
farm_8,A000062,1,2024-08-02,7686.037073587582,3.580274642132967,,
farm_8,A000062,2,2025-07-22,8279.751667815863,3.5981587578725014,,63664.439540897474
farm_8,A000062,3,2026-09-15,10407.691254234696,3.9034568307858297,,234070.4846515952
farm_8,A000062,4,2027-09-20,8881.11219338047,3.971106940104577,3.188002014279952,229586.82531934718
farm_8,A000062,5,2028-10-24,8659.096002411126,3.674118013661522,3.5137035020857414,180850.02596758126
farm_8,A000063,1,2024-12-01,6617.55909629942,3.4547914700061684,3.406042282213434,50153.951162662095
farm_8,A000063,2,2025-11-18,8599.30135331002,3.669586646573587,3.1342587055313915,124038.86746589164
farm_8,A000063,3,2026-12-12,7592.290757846639,4.220230924698972,,
farm_8,A000063,4,2028-01-02,9818.433786647394,3.981903420919033,3.3522936214445096,139913.94236263126
farm_8,A000063,5,2029-02-13,6225.995882579247,3.6932735108140493,3.299608840334306,104952.2038363772
farm_8,A000063,6,2030-01-30,9183.623146801654,3.700080642944323,3.0537626556012527,136233.10121001207
farm_8,A000063,7,2031-03-10,8285.055613902032,3.984836509556772,3.0906940908571183,108269.21460988048
farm_2,A000064,1,2021-07-10,7194.912063708755,,,51553.13541658982
farm_2,A000064,2,2022-07-29,6239.739388973244,3.5742977682593,,159954.8983030951
farm_2,A000064,3,2023-07-16,9973.272503033666,3.8825284476177355,3.0534780795275203,122671.84934512866
farm_2,A000064,4,2024-08-16,10523.92431124382,3.7794365750821366,3.2551611553334014,117905.06500207563
farm_2,A000064,5,2025-09-09,9621.736962588535,3.3490623789768756,,183303.65720070852
farm_2,A000064,6,2026-09-11,7468.151281479795,3.9228613777236,3.1587654144340926,80259.66640211947
farm_2,A000064,7,2027-09-10,10073.565776336362,3.662353233249823,3.291744061620438,95843.46531441453
farm_2,A000064,8,2028-11-05,9608.545986802335,3.6428324382422845,,66404.56935771919
farm_1,A000065,1,2020-03-27,9889.815866932095,3.643697242737715,3.069512023747616,216676.9290702444
farm_8,A000066,1,2018-03-11,7058.9569738407945,3.236801651317165,3.2604742712193038,129097.86931975791
farm_8,A000066,2,2019-04-24,7352.243910421339,3.423368685490221,3.0192276985710347,78299.81155263964
farm_8,A000066,3,2020-06-06,8761.840999877808,3.7048091490345487,,136738.4615286195
farm_8,A000066,4,2021-07-10,8302.043515372947,,,200840.49016774533
farm_8,A000066,5,2022-07-13,9540.387560237168,3.8323420016759546,2.7714669610057707,54833.992115622
farm_8,A000066,6,2023-08-17,10391.026751981586,3.738992911957216,3.2530494655224143,219621.36051475
farm_8,A000066,7,2024-07-16,7513.168515074458,3.975785049309012,3.649717487069869,132321.1793834099
farm_8,A000066,8,2025-06-30,9568.404054694756,3.827003530244875,3.0368032618722274,
farm_5,A000067,1,2019-03-17,8982.235860517912,3.713656688619662,,83647.52332809224
farm_5,A000067,2,2020-05-09,8515.060009614843,4.122870557852346,3.1126823709258167,212236.11702803534
farm_5,A000067,3,2021-06-20,8269.269367916353,3.7428492260877584,,82865.09347347924
farm_5,A000067,4,2022-06-23,4300.094363204685,,2.8999959557405814,116268.92207359298
farm_5,A000067,5,2023-09-12,9758.53379123182,3.5470211695772003,3.2807873130390006,78289.63882193592
farm_6,A000068,1,2024-03-07,8910.13416710546,3.9736579720202174,,48331.11536615841
farm_6,A000068,2,2025-02-11,8791.404780512277,4.113416396788244,3.214003126639106,87694.84889404631
farm_8,A000069,1,2019-09-22,7350.602796541065,3.5740219587093307,2.8762854941555935,25044.941634522187
farm_2,A000070,1,2022-10-18,6809.273855463178,3.9392123504840195,2.834182233620229,89863.86978021111
farm_2,A000070,2,2023-11-24,10573.982630253695,4.023323328061945,,
farm_2,A000070,3,2024-12-08,6812.126763373817,3.5957217993814226,3.1039977631958235,268506.6747512205
farm_2,A000071,1,2021-11-16,8314.383234694275,3.9822046594149088,3.3066599554271785,147128.49570846313
farm_2,A000071,2,2022-11-23,10156.214621999736,3.454641836867425,3.23976157809465,79644.39821643296
farm_2,A000071,3,2023-11-18,8295.105574264431,3.893621394397821,,122705.21528020123
farm_2,A000071,4,2024-11-24,9818.617255242212,3.722830647581304,3.4780972631688263,199359.91749482727
farm_2,A000072,1,2018-04-25,8882.195334232769,3.514690945788818,3.1302028791128262,187062.08593951954
farm_2,A000072,2,2019-04-08,8360.876770778797,3.9230598661162137,3.0208847057801886,
farm_8,A000073,1,2021-12-13,7230.433785731304,3.603206482503251,3.236604702799778,218239.73686589612
farm_8,A000073,2,2023-01-26,8156.326907561466,3.9918698361385325,3.1996914523395685,273111.5759462484
farm_8,A000073,3,2024-04-14,7512.967377375052,3.2053920850316677,,183387.633265786
farm_8,A000073,4,2025-05-03,8151.245626294942,3.893383420852942,3.4619782071047585,108372.58416850837
farm_4,A000074,1,2023-12-26,6891.761395350773,3.7309972345708795,3.1389658927471675,103690.13364388778
farm_4,A000074,2,2025-01-17,7788.231266456901,3.8085954555644834,3.1789824803993163,62918.497299636896
farm_4,A000074,3,2026-01-22,9878.300702832019,3.4894552325678765,3.1415209480414874,211293.47470686337
farm_4,A000074,4,2027-03-28,10844.96047532449,3.886674407125416,3.0766791236643085,
farm_2,A000075,1,2018-10-03,7397.274891042183,4.012943040898243,,167627.98641772327
farm_2,A000075,2,2019-12-02,9237.114469913333,3.7243714030850157,,188966.80097818258
farm_2,A000076,1,2021-02-16,6141.054384611407,3.8964374920454237,3.326478799729875,171248.80697632785
farm_2,A000077,1,2024-06-13,7865.041437800032,3.83943380190292,,129421.08287269753
farm_2,A000077,2,2025-07-07,6522.927831988754,3.919203398756151,3.111828450438847,
